"kossan_urls_link","kossan_urls_date_date","kossan_urls_date_user","kossan_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 26, 2021 12:43 AM","Mr.Sm Invest123","财经新闻
MYEG计划8月起供应1000万剂疫苗
2021年06月25日
（吉隆坡25日讯）MYEG（MYEG，0138，主板科技股）计划今年8月起，在国内供应1000万剂疫苗。
MYEG周五发文告指出，已和安徽智飞生物制药公司签署意向书，向后者购买1000万剂疫苗，并在8月起供应予国人。
相关成本待定。同时，正式分发疫苗前，需获得国家药剂监管机构（NPRA）的批准。
“公司有信心，疫苗获准在国内分发后，将加速推动我国走向全民免疫。”
周五闭市，MYEG收报1.82令吉，无起落，交易量约为843万股。"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 26, 2021 12:58 AM","Mr.Sm Invest123","KUALA LUMPUR (Bernama) -- My E.G. Services Bhd has signed a letter of intent (LOI) to purchase 10 million doses of Anhui Zhifei Biopharmaceutical Co Ltd’s COVID-19 vaccine, ensuring that the corresponding quantity of its recombinant protein subunit vaccine is reserved for delivery as early as August.
In a filing with Bursa Malaysia, MYEG said it holds three-year rights to exclusively distribute the vaccine in Malaysia while through a separate partnership, the group has two-year exclusive distribution rights to the vaccine in the Philippines and is presently in discussions to distribute in other countries.
""Last week, MYEG announced plans for the roll-out of a vaccination programme in the Philippines that will cover the provision of the vaccines to the public health segment as well as private sales,” it said.
The LOI is to ensure that the corresponding quantity of Zhifei’s recombinant protein subunit vaccine is reserved for delivery as early as August when vaccination through the private market is enabled.
""This paves the way for the vaccine to be imported and made available to Malaysians as soon as the private market commences and subject to the conditional authorisation of the vaccine by the National Pharmaceutical Regulatory Agency (NPRA),” it said.
The cost of the vaccine will be determined later subject to the conditional authorisation by NPRA.
MYEG said it is confident that when the Zhifei vaccine becomes available locally, it can play an important role in accelerating the country’s drive towards achieving herd immunity against the COVID-19 virus.
Jointly developed by Zhifei and the Institute of Microbiology of the Chinese Academy of Sciences, the vaccine has fast emerged as among the preferred vaccines in China since gaining emergency use authorisation there in early March in view of its distinct inherent advantages as a recombinant protein subunit vaccine. More than 60 million doses have already been administered in more than a dozen provincial-level regions, including Beijing. The vaccine is also being used in Uzbekistan.
Recombinant protein technology is proven, having been used for the development of vaccines such as hepatitis B and shingles.
In addition, recombinant protein vaccines can be more easily produced at a large-scale since production does not need to be carried out in high-grade biosafety laboratories, and they are also more cost-effective and easier to store and transport.
Since the outbreak of the COVID-19 virus, MYEG has leveraged its strengths and expertise as a leading digital services provider in the region to introduce a number of significant initiatives as part of a holistic solution aimed at helping in the fight against the pandemic.
Besides vaccines, these offerings include screening services, quarantine management and digital health travel pass systems."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 27, 2021 9:37 PM","neutralist","hit 52w low soon?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 28, 2021 9:28 AM","NatsukoMishima","Welcome to the 5 year lowest point soon !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 28, 2021 9:29 AM","NatsukoMishima","Pfizer oral pill n China spray aerosol vaccine coming in the end of year , just spray inhale can prevent from severe systoms ! Good news to mankind !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 28, 2021 11:26 AM","tamp0i","Itu dia.... +0.100 within 1 minute... Swallow kao-kao don't wait"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 28, 2021 11:34 AM","zanbini","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 28, 2021 11:40 AM","tamp0i","Posted by NatsukoMishima > Jun 28, 2021 9:28 AM | Report Abuse
Welcome to the 5 year lowest point soon !
----------------
Not really lowest lah if consider split x2 now also 6.56"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 28, 2021 11:54 AM","AdCool","Back to 3.25. A burst of fire."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 28, 2021 5:09 PM","Kevin Tam","MRDIY is overvalued n only trust brokerage houses to max will go to buy DIY at above 3.50... Even at 3.10 , also overvalued..:)"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 28, 2021 5:13 PM","NatsukoMishima","Better wait 5 year lowest point only buy in ! Bankers like it !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 29, 2021 8:41 PM","hondacrv","https://getusppe.org/data/"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 29, 2021 8:53 PM","hondacrv","https://www.businesswire.com/news/home/20210510005484/en/Global-Person..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 29, 2021 9:59 PM","ToneeFa","https://www.change.org/p/pelabur-runcit-bursa-malaysia-mohon-tengku-za...
Glove supporters, quickly get more support for this petition. Target 10,000 signature. Once Bursa decides to suspend RSS, we will see a gap up immediately."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jun 30, 2021 2:37 PM","NatsukoMishima","狮城预购抗体药物Sotrovimab 用于治疗轻中度新冠患者
（新加坡30日讯）新加坡政府已同制药公司葛兰素史克（GSK）和Vir Biotechnology签订预购协议，购买两家公司共同研发的单克隆抗体药物Sotrovimab。
上述研发公司已在流行病特别采用程序下向新加坡卫生科学局提交批准申请。这款抗体药物适用于无需补充氧气，但病情可能恶化至出现严重症状的轻度和中度新冠病毒患者。
葛兰素史克新加坡医药总监霍恩医生受访时透露，作为一款单克隆抗体药物，Sotrovimab可以直接对抗病毒的感染，无需等待人体免疫系统反应。
“药物通过附著在病毒刺突蛋白质上消灭病毒，也就是阻止病毒进入人体细胞，并清除受感染的细胞。”
她说，变种毒株和二度感染的风险增加，意味全球必须同时关注疫苗和药物治疗，有效的药物对还未接种或不适合接种的确诊病患非常重要，能避免他们出现严重症状或死亡。"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 1, 2021 8:08 AM","RISK8888","Keep an eye on the market cap, if it reach to a very attractive level, baru attack."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 1, 2021 8:37 AM","Bgt 9963","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 1, 2021 1:19 PM","NatsukoMishima","KUALA LUMPUR (July 1): CGS-CIMB Research downgraded the rubber glove sector to ""neutral"" from ""overweight"" due to weaker earnings prospects.
In a June 30 note, the research house said the weaker earnings prospects are forecasted to occur through declining average selling prices (ASPs) and aggressive capacity build-up."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 1, 2021 9:26 PM","NatsukoMishima","Bankers want it at 5 year lowest price !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 2, 2021 11:43 AM","siulan_dion","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 2, 2021 12:57 PM","fortheemprah","Glove counters: *just existing not creating any headlines, making a living and zen*
And then the trolls appears from behind the garbage bins...
Troll 1(Maybank): Decline! Decline! Sell everything! Sell your mom as well!
Troll 2 (CIMB): Yaya! Decline! F@rk gloves! Who needs gloves?!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 2, 2021 12:57 PM","mikeazk","EMCO means factory closure, so share price drop?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 2, 2021 1:05 PM","NatsukoMishima","Maybank says best is over for glove sector as ASP peaks"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 2, 2021 1:11 PM","NatsukoMishima","In recent conference calls with analysts, both Hartalega and Top Glove have guided for lower ASPs in the coming months. Intensifying competition among the existing and new players (especially the rapidly-expanding China glove producers) could further pressure ASP."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 2, 2021 2:34 PM","SamLiRainMaker","looking at the current trend likely to rebound in late afternoon."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 2, 2021 2:40 PM","neutralist","if you follow analyst call you would die already. from day one since pandemic, recommendation is buy. if every quarter you follow they keep asking you to buy every quarter or add. this quarter ask you to cut loss. lol."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 2, 2021 2:45 PM","SamLiRainMaker","Price target is just for reference. Normally is 30% below target price. thus 3.5 is reasonable price but it depends on market sentiment too."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 2, 2021 3:24 PM","Will76","From the Edge today
Meanwhile, TA Securities Holdings Bhd analyst Tan Kong Jin wrote in a note today that based on the current expansion plans of existing glove manufacturers, entry of new players and aggressive glove production capacity expansion by China, TA Securities believes that there is a possibility of glove oversupply in 2022.
""In our forecast, we expect a surplus of 40.3 billion gloves in 2022 (assuming no delays/changes to the targeted expansion plans),” Tan said."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 2, 2021 4:09 PM","NatsukoMishima","Pre pandemic level coming , people all goreng genetec , hightec now 1 day earn huge capital gain no need to slaughtered by daily 10 sen dropping ! Glove is really past tense already better cut loss !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 2, 2021 4:17 PM","Hustle","Yup switch to serbadk now before too late"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=241","Jul 2, 2021 5:05 PM","neutralist","serba? wow. hahaha. krik krik. ok la drop more la glove. 50% more than i can load and sleep. take dividend till buncit"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=242","Jul 2, 2021 9:40 PM","Mr.Sm Invest123","马来亚投行称金发女朗幸福日子结束
风光不再大幅调低手套股目标价格
02/07/2021
手套业＂金发女郎幸福日子＂不再有？马来亚投资银行指出，手套平均售价（ASP）在今年上半年＂触顶＂，随新冠疫苗接种率提高，售价开始滑坡，手套股最风光日子一去不复返。
马来亚投行最新报告指出，手套集团盈利上涨趋势出现掉头，因为手套平均售价滑跌的速度，比预期更快。
「平均售价滑跌，意味手套集团盈利滑跌，主要是受供应大幅增加，疫苗接种率提高，以及行业竞争激烈，最风光的日子不再有。」
该行分析员指出，手套集团更面对全球环境，社会及监管标准的压力，估值会因此滑落。
贺特佳(HARTA 5168)最近向分析员举行汇报时透露，手套平均售价在下个月会进一步滑跌。
根据一家国际会计楼报告指出，丁腈手套平均售价将在2023年时下跌52%至59%之间，每1000只手套售价是35美元至20美元之间。相比目前的每1000只手套US$85/US$42.70。
马来亚投行调低高产柅品（KOSSAN）和顶级手套（TOPGLOVE）评级至＂观望＂，不过维持贺特佳（HARTA）的＂买进＂评级。
该行将贺特佳目标价由RM13.10调低至RM9.80，高产柅品目标价格由RM5.25调低至RM3.20。
顶级手套目标价格也由RM4.51调低至RM3.98。
高产柅品股价今午报RM3.11，顶级手套报RM4.03，贺特佳报RM4.02。"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=242","Jul 2, 2021 10:39 PM","Kevin Tam","The local research houses r really too much or below average in giving target prices; during last Sept to December, many research houses kept adjusting up the target prices every week n Affin Hwang given target price of $40-44 to Topglove whereas Maybank research also given higher than 32-33 to Topglove... Now Maybank research said golden time of glove counters already gone with wind, TP for Topglove only RM3.98( equal to ex bonus issue of RM11.90-12) n only given RM3.20 to Kossan whereas JP Morgan given Rm3.80 to Kossan 5-6 months ago ... Maybank as one of the reputable research houses also slow to downgrading glove counters, while glove already falling off, few research houses came out to say glove counters got very dark future in 2022-23...:)"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=242","Jul 3, 2021 2:28 AM","Sneakpeek","How not to oversupply? Newcomer still keep coming..meanwhile current glove players keep expanding to offset declining ASP."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=242","Jul 3, 2021 10:01 AM","BrusaCasino","Sneakpeek How not to oversupply? Newcomer still keep coming..meanwhile current glove players keep expanding to offset declining ASP.
It's not easy to increase capacity. Even after 1 year, we can see the increase of supply is really not much. It takes long time to set up factory. Lead time to set up a factory is minimum 1 year + ."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=242","Jul 3, 2021 10:01 AM","BrusaCasino","Only 2 years time we will see large supply increase. For now still supply is low compared to the increase of demand."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=242","Jul 3, 2021 11:13 AM","STDN237649","Based on experience playing glove counters like flu and sars the fund managers would pushed the certain peak then all news of new target,.New higher target due to disease even post sadly all dropped like shit n a lot ppls got burned,.Now covid19 similar pattern the game is over have to hold for 2 to 3 years,In stock market never be greedy set a target when the train will stop at what station"
