fintec_url_date_date;fintec_url_date_user;fintec_url_date_comments
23/7/2019 10:33;fosther;"Govt eyes propelling local tech firms to become multinationals through gain — Gobind
KUALA LUMPUR (July 22): The government is committed to supporting local technology companies to become multinational corporations through the Global Acceleration and Innovation Network (GAIN) programme administered by the Malaysia Digital Economy Corporation (MDEC).
Communications and Multimedia Minister Gobind Singh Deo said this was in line with the move towards making Malaysia a leader in the digital economy.
He underscored that the GAIN initiative under MDEC was one of the programmes that the government had put in place to assist Malaysian technology firms to grow and expand their reach both regionally and globally via its four pillars of market access, risk capital, tech refresh and visibility.
Spurred by the success stories of GAIN members, he announced further improvements to the programme when addressing the launch and townhall session at the Macrokiosk Founding Office here today.
In this regard, he said, GAIN would continue to expand its market access to establish business support ecosystems in new countries and locations such as Australia, Taiwan, Japan and the Middle East.
""On top of that, GAIN is committed to organising more mentoring and coaching workshops for its member companies to enable them to raise investment capital, as well as prepare for initial public offering (IPO) listings by connecting them to global investors and exposing them to global media,"" Gobind said.
Stating that he was personally committed to ensuring the success of the GAIN initiative, Gobind said there were currently about 150 companies under the programme and they were fast becoming regional market leaders in big data, internet of things (IoT), drone, e-commerce, cybersecurity and payments, to name a few.
""I am made to understand that Macrokiosk is one of them and it now operates on a global scale with a presence in 14 countries,"" he said.
The minister shared that over the past year, he had asked MDEC to place focus on the programme in order to accelerate the progress of GAIN companies, and that they had really upped the game in their respective fields during that period.
In highlighting GAIN success stories, the minister touched on a local drone company, Aerodyne, which had signed a significant deal in Japan to provide drone-based services for infrastructure management, both within Japan and on behalf of their overseas-based Japanese companies.
Gobind also shone the spotlight on Soft Space, a local company and one of Asia's leading fintech players, which had recently launched a new technology to make card payments more accessible for smaller businesses, and was now eyeing to make the service available during the Tokyo Olympics next year.
He also spoke about Securemetric, a GAIN member and regional leader which provides cybersecurity solutions, which had a successful listing on the ACE Market in November 2018 and now had a market capitalisation of RM130 million.
Gobind expressed confidence that more companies would be able to benefit through GAIN and contribute to a sustainable digital economy, with diversity and inclusivity at its core.
""We must bear in mind that as we embark on the digital journey, we don't exclude or leave behind those who are not as fortunate or come from marginalised communities,"" he said.
He stressed that it was paramount that they were included in plans and commitments to enable all Malaysians to benefit from the 'Kemakmuran Bersama' that could be gained from the digital economy.
Gobind said he was pleased that GAIN participants had adopted a culture of 'pay it forward’ and had been nurturing and mentoring other startups.
“Many of these companies are also investing in these startups and helping them navigate towards becoming regional players,” he said, adding that this was something the government would like to further encourage.
Gobind pointed out this was because these mentorship activities helped to collectively grow and mature the tech entrepreneur ecosystem in Malaysia itself.
He also urged all companies to keep abreast of the latest technology and constantly innovate to stay ahead of the competition."
23/7/2019 14:42;Good_News;Why i3 forumers so blackheart Fintec behind pushing Focus?
23/7/2019 14:42;Good_News;23-Jul-2019 Insider CREDIT SUISSE GROUP AG (a substantial shareholder) acquired 1,400,000 shares on 18-Jul-2019.
23/7/2019 16:47;kkl123;Is fintec stii own focus?
23/7/2019 18:20;chanky50;It has 500 million shares of Focus
24/7/2019 3:36;TheContrarian;I am thinking of buying Fintec, never bought this counter before. Then I see some of the people here. Scary. Now I am having doubts.
24/7/2019 6:55;kkl123;"wait until it move and buy
buy 0.08 ... safe"
24/7/2019 7:55;josephn;Kanger bullish trend yesterday
24/7/2019 9:13;8888_;Promoters here lousy unlike Insas everywhere got people haha.
24/7/2019 11:48;ayam10;"9888888
FOCUS's market cap, is still GREATER than INSAS's market cap
?
.
why and how can FOCUS worth MORE than INSAS"
24/7/2019 11:50;ayam10;"eh eh ...
I WANT TO SHORT FOCUS
who can lend me FOCUS stocks to SHORT ??? How to do it in BURSA?"
24/7/2019 11:51;ayam10;Can there a FOCUS-HA warrant? put warrant for FOCUS
24/7/2019 11:52;ayam10;"Let FOCUS price sustains at (30+ sen) until 30 SEPT, heheheeeeee
I WANT MY MONEY BACK"
24/7/2019 13:08;kkl123;"focus wont sustains at 30+at sept this year.
it will up to 60cents then sustain"
24/7/2019 13:20;kkl123;"l see more buyers q up.but useless.
wait for operator push up .safer to buy at 8cents.
up trend."
24/7/2019 23:49;Ayam9;"Are you kidding?
FOCUS up to 60 sen? So it is a 1-BILLION-MarketCap company ?
Twice the value of INSAS ?
You ask LENO from INSAS to double the price of FOCUS again ?
[oh Bitcoin can oh, double again]"
25/7/2019 9:18;uncleong;drop to 0.2 is easier than rise to 0.6. i not dare to see what will happen to fintec by then
25/7/2019 10:54;kkl123;is billionS .....company
25/7/2019 11:31;jl88;operator focus too much, ignored fintec
27/7/2019 20:33;TheContrarian;Who actually controls Fintec?
29/7/2019 12:16;ideal88;price go down complaint, price up also complaining.. are you guys have share at this?
29/7/2019 19:56;Fintec;"Those wish drop sure no share make sense?
ideal88 price go down complaint, price up also complaining.. are you guys have share at this?
29/07/2019 12:16 PM"
29/7/2019 20:27;Fintec;Those have shares why cannot attack back? Is it you pondans?
31/7/2019 14:48;jl88;shall move soon..focus on north way
31/7/2019 15:17;5354_;After Focus, Vsolar Credit Suisse will buy Fintec?
31/7/2019 15:32;FutureGains;fintec will be RM0.30 cnts company !!
31/7/2019 15:33;FutureGains;see u 22/8 AGM
31/7/2019 15:35;jl88;Fintec great earn in focus price rising
31/7/2019 15:44;FutureGains;look like its moving now !!!!
31/7/2019 16:06;kkl123;"it worth to buy
high return"
31/7/2019 16:07;kkl123;"focus may have risk move up alot
fintec just started"
31/7/2019 16:11;Daily8;Fintec need to move lah. Malu if no move.
31/7/2019 16:57;jl88;really lousy closed in red...
31/7/2019 20:16;jl88;Let's check on tomorrow
31/7/2019 22:32;Rio2814;Pls check Shareholding and Credit Suisse are at No.2 with 2.714%. Game on.
1/8/2019 9:03;gongxi;"the annual report was out yesterday. huge lost. lol
sell to me at 0.045 la. its your last chance."
1/8/2019 10:43;kkl123;"risk always In share market
with profit of focus .
risk is min for fintec .
If yoy do not take min risk .then put money at ocbc bank .public bank got 0.001% risk."
1/8/2019 10:54;jl88;total shares in fintec is much lesser of 613millions vs focus 2042millions which easier for operator to push fintec price if they wanna so
1/8/2019 11:02;gghaha;they are more interest for others share not fintec...
1/8/2019 11:44;jl88;If so, pls keep it down, gonna to fish it @ 0.045
2/8/2019 9:22;hunter88888;"bunch of greedies. if you buy hsi put warrant, your capital is doubled now.
what a joke"
2/8/2019 10:03;kelvin17;sometime bosses are not so smart , Focus already so high still keep pushing and not easy to go higher needed alot of effort . Fintec dont need to push much also can fly yet bosses dont border to do ... This is call share market . no logic
2/8/2019 10:06;jl88;agreed n this may only seen in Malaysia market
2/8/2019 10:16;uncleong;"all they want to do is to wash us out in a duration of yearsssss.
we'd been treated like ants for them even we are shareholders. =(
this is sad yet true"
2/8/2019 11:40;jl88;correct, miracle only happen when ants team up themselves to turn up the situation
4/8/2019 21:52;5354_;Mara no more holding Fintec?
4/8/2019 21:54;5354_;Why Fintec cannot take profit on Focus? Either BOD dumb or they scared will make Focus collapse?
4/8/2019 21:57;5354_;500 million Focus shares if sell 100 million can get RM 35 million and give us dividend. Balance 400 million Focus keep in case rise to 40-50 sen earn even more.
4/8/2019 21:58;5354_;If sell 100 million Focus shares(35 sen) at least can give us 5 sen dividend?
4/8/2019 22:01;5354_;"Any proof Fintec push Focus or you try to spread fear?
uncleong never ending 0.55 selling spree。
maybe the operator use your money to boost focus.
one way all down to holland. good job fintec
01/08/2019 11:20 AM"
4/8/2019 22:02;5354_;Why nobody talk coming AGM? Nobody going?
5/8/2019 5:15;uncleong;you should go agm and ask the bod why fintec is still hanging at 0.05
5/8/2019 10:37;gghaha;keep dreaming for it to up...
5/8/2019 10:44;5354_;Credit Suiise if buy 3-4% Fintec until AGM can be new boss?
5/8/2019 15:37;jl88;fintec out of gorenger mind
5/8/2019 16:34;Ding Ding;Prepare to collapse!
6/8/2019 14:07;jl88;cash rich company make its shareholders poor..
6/8/2019 14:42;uncleong;"0.055 sell order is growing to 40k lots now.
really gg.
time is money and time is wasted here."
6/8/2019 15:10;I_like_dividend;1.6% DBT today. Credit Suisse buy more?
6/8/2019 15:11;I_like_dividend;Ask give Focus as share dividend in AGM?
6/8/2019 15:55;gghaha;sleeping for long term....
7/8/2019 4:36;jl88;time to wake up, fintec
7/8/2019 12:35;uncleong;EDUSPEC up like no tmr from 0.05.
7/8/2019 15:00;jl88;another no volume day
7/8/2019 18:53;FutureGains;
7/8/2019 20:15;jl88;really doubt on fintec acquiring 10m shares of next, any intention behind?
7/8/2019 20:27;jl88;Is fintec has foreseen potential of netx?
7/8/2019 23:52;uncleong;Cry me a river
8/8/2019 1:45;5354_;"No wonder no new investor here bec every1 keep spreading fear. Go to read Bursa news who push Focus. Definately not Fintec.
kelvin17 sometime bosses are not so smart , Focus already so high still keep pushing and not easy to go higher needed alot of effort . Fintec dont need to push much also can fly yet bosses dont border to do ... This is call share market . no logic
02/08/2019 10:03 AM"
8/8/2019 1:48;5354_;If buy Netx at 1.5 sen not 2-3 sen I doubt anything wrong.
8/8/2019 10:23;gghaha;just a way to spend money....
8/8/2019 11:04;jl88;better utilize to push fintec price
8/8/2019 16:01;uncleong;Look at next price now. Gg
8/8/2019 21:58;FutureGains;buy again 10m..netx...throw eggg agm 22/8
8/8/2019 22:02;Fintec;"RM 150K or 300K can push? Must ask SBB approval first. Might be Netx QR good coming so buy cheap at 1.5 sen?
Posted by jl88 > Aug 8, 2019 11:04 AM | Report Abuse
better utilize to push fintec price"
8/8/2019 22:05;Fintec;"stncws make sure you and those trapped attend OK?
Posted by stncws > Aug 8, 2019 9:58 PM | Report Abuse
buy again 10m..netx...throw eggg agm 22/8"
9/8/2019 16:23;jl88;focus heading 40cts, fintec great profit
9/8/2019 16:39;uncleong;Rotten bod.
9/8/2019 17:03;5354_;Lucky is not Fintec push Focus.
13/8/2019 10:05;Penang456;Why Fintec cannot off market sell Focus to Credit Suisse? Save brokerage for both.
13/8/2019 10:07;Penang456;50-100 million Focus sell at 40 sen to Credit Suisse off market can some1 propose in AGM?
13/8/2019 10:09;Penang456;Or ask give Focus as share dividend if hard for Fintec to sell w/o causing Focus collapse.
13/8/2019 10:34;gaga88;"many retailers are still holding it and hoping there will be sudden price surge during the coming agm and quarter report.
big shark knows your intention so i think all your month end hope will end up with vast disappointment.
they just want to shake you off to atlantic ocean."
13/8/2019 12:24;Why_;black heart people a lot in i3? You expect people from Kedah, Penang to attend AGM? Where is the AGM place? How to go there?
13/8/2019 12:46;uncleong;i might be going. anything i can help?
13/8/2019 14:02;FutureGains;will throw egg AGM
13/8/2019 14:03;FutureGains;why is Black heart
13/8/2019 14:20;Why_;"Analysis of shareholdings
As at 24 June 2019
cont’d
list of toP 30 shaReholDeRs
name
no. of
shares held
Percentage
(%)
1 UOBM Nominees (Asing) Sdn. Bhd.
Exempt An for Sanston Financial Group Limited
37,600,000 6.147
2 HSBC Nominees (Asing) Sdn. Bhd.
Exempt An for Credit Suisse AG (DUB CLT N-TREAT)
16,600,000 2.714
3 Malacca Equity Nominees (Tempatan) Sdn. Bhd.
Pledged Securities Account for Quek Yong Wah
14,255,000 2.330
4 UOBM Nominees (Tempatan) Sdn. Bhd.
Exempt An for Sanston Financial Group Limited
12,500,000 2.043
5 Malacca Equity Nominees (Tempatan) Sdn. Bhd.
Pledged Securities Account for Tai Yok Yen
11,160,800 1.824
6 LVZU Group Sdn. Bhd. 9,818,166 1.605
7 Loh Kok Wai 8,983,500 1.468
8 Malacca Equity Nominees (Tempatan) Sdn. Bhd.
Pledged Securities Account for Pang Kia Fatt
8,616,100 1.408
9 M & A Nominee (Tempatan) Sdn. Bhd.
Sanston Financial Group Limited for David Chuah
7,525,600 1.230
10 Teh Bee Khay 6,500,000 1.062
11 Malacca Equity Nominees (Tempatan) Sdn. Bhd.
Pledged Securities Account for Lai Yee Voon
5,990,000 0.979
12 Malacca Equity Nominees (Tempatan) Sdn. Bhd.
Pledged Securities Account for Piong Yon Wee
5,649,700 0.923
13 Citigroup Nominees (Asing) Sdn. Bhd.
UBS AG for Maybank Kim Eng Securities Pte Ltd
5,017,900 0.820
14 HLIB Nominees (Tempatan) Sdn. Bhd.
Hong Leong Bank Bhd for Ho Ah Chai
4,350,000 0.711
15 Bo Eng Chee 4,000,000 0.654
16 Maybank Nominees (Tempatan) Sdn. Bhd.
Pledged Securities Account for Ng Kian Boon
4,000,000 0.654
17 Platimas Sdn. Bhd. 3,751,388 0.613
18. Foo Lee Fong 3,200,000 0.523
19 Khor Teng Eow 3,177,800 0.519
20 CIMSEC Nominees (Tempatan) Sdn. Bhd.
CIMB Bank for Tay Hock Soon (MY1055)
3,000,000 0.490
21 Ong Soi Tat 3,000,000 0.490
22 Tung Cheong Seng 3,000,000 0.490
23 HLIB Nominees (Tempatan) Sdn. Bhd.
Hong Leong Bank Bhd for Ling Boon Hua
2,664,700 0.435
24 Teh Boon Beng 2,550,000 0.416
25 Chin Yam Meng 2,500,000 0.408
26 Koh Chee Meng 2,500,000 0.408
27 Wong Thim Ho 2,395,000 0.391
28 Maybank Nominees (Tempatan) Sdn. Bhd.
Pledged Securities Account for Chew Chen Hong
2,283,000 0.373
29 Maybank Nominees (Tempatan) Sdn. Bhd.
Chin Chong Huat
2,270,000 0.371
30 Lee Ming Ha 2,100,000 0.343
total 200,958,654 32.842"
13/8/2019 14:21;Why_;Sanston Financial Group is Fintec boss. Who are they? They inside BOD?
13/8/2019 14:22;Why_;"newspaper never heard throw egg AGM incident? You main tipu?
stncws will throw egg AGM
13/08/2019 2:02 PM
13/08/2019 2:19 PM"
13/8/2019 22:11;FutureGains;Agm is 22/8
14/8/2019 9:32;Kedahan;"Ask why never take up Netx PP but buy from open market? Is PP takers director friends or families?
stncws Agm is 22/8
13/08/2019 10:11 PM"
14/8/2019 15:26;Fintec;AGM pls reject director fee. Can reject current directors? Why buy Netx at 1.5 sen not PP or at 1 sen?
15/8/2019 9:15;superUpset;the support of 0.5 is getting weaker. hand off before it's too late = (
15/8/2019 19:10;bangsatongkat;"Ada sape pi Fintec agm, pls ask following Q
1. Why buy lose making counter netx?
2. Focus shares Sold or how much realized profit for this q report?
3. Dividend or focus free bonus share for shareholders?
4. Future prospects!?"
15/8/2019 20:06;VenFx;"Pls ask Fintec director ,
when can launching take over for amazon xp ?"
15/8/2019 20:13;FutureGains;No? what u said??
15/8/2019 20:18;VenFx;"Fintec can simply issue 10-20 mou a year,
after a while this mou gone in the wind.
Their mou/target simplily made up or what ?"
