"hwgb_urls_link","hwgb_urls_date_date","hwgb_urls_date_user","hwgb_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 23, 2020 11:20 AM","Win1388","关于连花清瘟胶囊（颗粒）新增适应症申请获得批准的公告
 2020-04-14 17:10:42 来源：以岭药业
 阅读量：55
证券代码：002603 证券简称：以岭药业 公告编号：2020-0040
石家庄以岭药业股份有限公司
关于连花清瘟胶囊（颗粒）新增适应症申请获得批准的公告
本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。近日，石家庄以岭药业股份有限公司（以下简称“公司”）和公司全资子公司北京以岭药业有限公司（以下简称“北京以岭”）收到国家药品监督管理局下发的连花清瘟胶囊和连花清瘟颗粒的关于新增适应症申请的《药品补充申请批件》。具体情况如下：
一、连花清瘟胶囊《药品补充申请批件》（批件号：2020B02813）的主要内容
1、药品名称：连花清瘟胶囊
2、剂型：胶囊剂
3、规格：每粒装0.35g
4、注册分类：补充申请
5、原药品批准文号：国药准字Z20040063
6、药品生产企业：石家庄以岭药业股份有限公司
7、新药证书持有人：石家庄以岭药业股份有限公司
8、申请内容：申请修订说明书中【功能主治】【用法用量】项内容
9、审批结论：根据《中华人民共和国药品管理法》有关规定以及疫情救治临床实践，批准连花清瘟胶囊处方药说明书。处方药说明书中【功能主治】项除原批准内容外，增加“在新型冠状病毒性肺炎的常规治疗中，可用于轻型、普通型引起的发热、咳嗽、乏力。”，【用法用量】项除原批准内容外，增加“新型冠状病毒肺炎轻型、普通型疗程7-10天。”质量标准【功能主治】【用法与用量】项内容以及标签内容与说明书相应内容保持一致。
药品上市许可持有人应进一步积累临床有效性、安全性数据。加强药品不良反应信息收集并采取相应风险管控措施。如发现本品在临床使用中存在非表预期毒性反应，应视情况开展毒理学研究，为控制临床使用风险提供参考依据。
二、连花清瘟颗粒《药品补充申请批件》（批件号：2020B02814）的主要内容
1、药品名称：连花清瘟颗粒
2、剂型：颗粒剂
3、规格：每粒装6g
4、注册分类：补充申请
5、原药品批准文号：国药准字Z20100040
6、药品生产企业：北京以岭药业有限公司
7、新药证书持有人：石家庄以岭药业股份有限公司
8、申请内容：申请修订说明书中【功能主治】【用法用量】【药理毒理】项内容
9、审批结论：根据《中华人民共和国药品管理法》有关规定以及疫情救治临床实践，批准连花清瘟颗粒说明书中【功能主治】项增加“在新型冠状病毒性肺炎的常规治疗中，可用于轻型、普通型引起的发热、咳嗽、乏力。”，【用法用量】项增加“新型冠状病毒肺炎轻型、普通型疗程7-10天。”质量标准【功能主治】【用法与用量】项内容以及标签内容与说明书相应内容保持一致。说明书【药理毒理】项修订内容不予批准。
药品上市许可持有人应进一步积累临床有效性、安全性数据。加强药品不良反应信息收集并采取相应风险管控措施。如发现本品在临床使用中存在非预期毒性反应，应视情况开展毒理学研究，为控制临床使用风险提供参考依据。
三、其他说明
上述两个批件为公司和北京以岭现有产品连花清瘟胶囊和连花清瘟颗粒在原批准适应症的基础上，增加“新型冠状病毒肺炎轻型、普通型”新适应症的批复。同时，连花清瘟胶囊此次新批处方药说明书，批件中未否定原非处方药的定位。
公司和北京以岭将积极组织连花清瘟胶囊（颗粒）针对新适应症的市场推广工作。产品市场销售受诸多因素的制约，存在销售不达预期风险，敬请广大投资者谨慎决策，注意防范投资风险。
四、备查文件
1、连花清瘟颗粒药品补充申请批件；
2、连花清瘟颗粒药品补充申请批件。
特此公告。
石家庄以岭药业股份有限公司
董事会
2020年4月14日"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 23, 2020 11:54 AM","Win1388","9、审批结论：根据《中华人民共和国药品管理法》有关规定以及疫情救治临床实践，批准连花清瘟颗粒说明书中【功能主治】项增加“在新型冠状病毒性肺炎的常规治疗中，可用于轻型、普通型引起的发热、咳嗽、乏力。”，【用法用量】项增加“新型冠状病毒肺炎轻型、普通型疗程7-10天。”质量标准【功能主治】【用法与用量】项内容以及标签内容与说明书相应内容保持一致。说明书【药理毒理】项修订内容不予批准。Lianhua Qingwen Capsules recognized as a recommended product in the Standard Therapy for Novel Coronavirus Pneumonia ... http://en.yiling.cn/YLEN/contents/2131/38.html"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 23, 2020 12:27 PM","creamypie4","Today no power jump"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 23, 2020 3:06 PM","yukchian","Today no show, we wait tomorrow... today still accumulating"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 23, 2020 3:24 PM","AAAwell","Last minutes it can do magic"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 23, 2020 3:53 PM","creamypie4","4.15pm have show"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 23, 2020 4:23 PM","yukchian","what show? haha... We see tomorrow"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 23, 2020 6:04 PM","AAAwell","Sharks Q at 0.070"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 23, 2020 7:43 PM","alphajack","accumulation still ongoing. so far so good. halfway there. Pump to 35c coming soon. Stay tuned."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 23, 2020 8:29 PM","Win1388","https://www.bloomberg.com/quote/002932:CH
Wuhan Easydiagnosis Biomedicine Co Ltd
002932 Today Limit up again +10% CNY 68.85"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 23, 2020 9:16 PM","Boneka","1) COVID-19 Nucleic Acid Test Kit
http://www.mdeasydiagnosis.com/en/products/Molecular/2020-03-20/63.htm...
2) Nucleic Acid Extraction Reagent
http://www.mdeasydiagnosis.com/en/products/Molecular/2020-03-20/64.htm...
Wuhan Easy Diagnosis Biomedicine Co., Ltd, Located in the National Biological Industry Base in Wuhan province, China. We are a leading IVD manufacturer, specializing in development, production and sales of POCT rapid diagnostic reagents and related equipment.
We have a strong and professional R&D team, with 100,000 grade clean workshop and international leading production lines. All our products line have been gotten ISO13485：2016 , CE certification, and more than 20 parameters of POCT rapid diagnostic products with SFDA registration. Also, we are the first company making bedside, rapid and quantitative detection in whole blood in China. And our products are selling more than 20 countries. Our intelligent management system provides hospital departments at all levels detections including cardiovascular disease, kidney disease, infectious disease, endocrine and metabolic diseases, obstetrics and gynecology, and eugenics, physical examination and other comprehensive solutions."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 9:59 AM","yukchian","Ready for 0.185 -0.19, I think still accumulating stage like alphajack said. Steady accumulating"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 10:19 AM","draven","Hopefully got show today"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 10:35 AM","Hunter8888","if not today.next week"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 11:36 AM","creamypie4","0.185 must topup"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 11:56 AM","alphajack","accumulating..hehe"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 12:23 PM","wsv6138","Show start now"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 12:31 PM","Koon Bee","TP RM0. 99"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 12:33 PM","AAAwell","They will make sure we won't get this price next week .. It's gonna shoot up"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 12:35 PM","creamypie4","WD up 20%"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 1:12 PM","alphajack","Trust in Taiko Operator Alphajack. Always never disappoint de. At the same time I also running another show in Ageson. Looking for new projects soon, because MCO extended confirm more sharks will give me job to do. Many more pumps coming friends, huat arrrrrrrrrrrrrrrr"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 1:23 PM","Hunter8888","gogogo up......"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 1:24 PM","alphajack","huat arrrrrrrrrrrrrrrrrrrrrrrrrrrrr"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 4:20 PM","Hunter8888","no power today...."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 4:26 PM","wsv6138","Wait for next week...."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=41","Apr 24, 2020 4:31 PM","tuapuikia","flying soon, 50 cents short term"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 24, 2020 4:42 PM","alphajack","tq all for playing, taiko wont push rdy. See market if tonight ok Monday continue. Announcement not yet come, relax, got time again, slowly run up in a few weeks. Patience, friends."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 24, 2020 7:44 PM","AAAwell","Dow close green gap up Monday"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 10:39 AM","tuapuikia","go go go !!!!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 12:07 PM","Hunter8888","can't go up again,sharks still collect more"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 12:14 PM","wsv6138","Less momentum today"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 2:28 PM","yukchian","queuing in 0.22 and 0.215.. See can get or not..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 2:47 PM","noobbie","operator like to eat snail..slow af..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 5:06 PM","yukchian","Tomorrow will continue queue 0.22 and 0.215. Last week player also press the price before jump"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 6:00 PM","Win1388","https://www.bursamalaysia.com/market_information/announcements/company... Take Over offer RM0.125"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 6:03 PM","Win1388","same case : last month EURO (7208) Offer RM0.20 , Now RM0.89"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 7:21 PM","jameslym","mean tomorrow mother share will be 0.125?like tat win become lose lol."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 8:01 PM","123eztrade","for those who make profit...just says thank u and move to other better stocks...88"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 8:06 PM","Win1388","https://www.chinapress.com.my/?p=2008964 连花清瘟胶囊印尼卖到断货"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 8:11 PM","diehardunited","This glove/healthcare stock is still under radar and will skyrocket tomorrow onwards!
https://klse.i3investor.com/m/blog/fatprofitstock/2020-04-27-story-h15..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 8:22 PM","yukchian","EURO is difference case, EURO stock price 0.23 and offer 0.20 , reasonable.. HWGB 0.23 but offer 0.125.. cheat people lo"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 9:40 PM","jameslym","kena cheat again...2 3 times kena cheat on this
HWGB"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 9:59 PM","AAAwell","Is it warrant at 0.125? It's good performing n good future compnay. If it's in debt this will reflect in price. The directors collected more shares. Why they want to drop the price ? I don't think so . It's to let people sell. Then push higher."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 11:13 PM","yukchian","mother share 0.125"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 11:13 PM","yukchian","got agenda one"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 11:19 PM","AAAwell","If u notice euro from the acquisition went up 4 times !!!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 27, 2020 11:30 PM","AAAwell","No1 will sell to him at that price!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 1:15 AM","ragu91","so how.. to buy or not to buy.."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 8:43 AM","wsv6138","Which mean share value from 0.23 drop to 0.125 today ?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 9:03 AM","AAAwell","It's going to go up eventually.. It won't drop.. Panic"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 9:08 AM","Koon Bee","Hehe.. I add more at 0.2"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 9:09 AM","AAAwell","U throw they going to accumulate. It won't drop told u al d"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 9:13 AM","creamypie4","Another trap for panic holder"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 9:17 AM","yukchian","Q 0.20"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 9:22 AM","yukchian","next EURO, dont't panic. If this share no value, they will not ask for trigger this practice (MERGE & TAKE OVER).. They wanna keep more share , then they can securely pump and make high price"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 9:28 AM","yukchian","If shareholder do this , mean they feel panic and rushing than us.. They spent more money to pump their stock.. They do this because don't want other big shareholder 'disturbing' , they wanna 100% fully control the stock volumn.."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 9:30 AM","AAAwell","It's a trap to sell out shares to them!! As usual . I hold mine . Yuckchian that the same thing I thought off"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 10:24 AM","Hunter8888","waiting 0.125 soon come with u.good luck all"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 12:33 PM","AAAwell","U c it's not necessary they have to agree to this.. If necessary price won't sustain at this level."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 2:06 PM","wl1345","no point to drop back to 0.125 for us to collect since it will be remain listed on Bursa"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 2:30 PM","tuapuikia","Don't sell cheap, if you sell now means you are cheated by them. I am sure it worth more than that"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 2:44 PM","yukchian","Don't buy now and wake until the support line is confirmed.. if got share, just keep, don't sell to them.."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 2:55 PM","AAAwell","Think logically 1: if they really wants to acquire at that price today would gap down . But it didn't but just make u to sell to them
2: this share worth BCoz of MoU agreement. U think they will let u earn from bottom?
3: if u monitor closely the directors collecting those shares.
Wait for the boom soon!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 3:04 PM","yukchian","AAwell, no need play with them.. just buy when they goreng... keep capital"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=42","Apr 28, 2020 3:05 PM","Legend","KUALA LUMPUR (April 28): Ho Wah Genting Bhd (HWGB) has received a notice of conditional voluntary takeover offer from major shareholder Ho Wah Genting Holding Sdn Bhd (HWGH/offeror) to acquire the remaining shares in HWGB not owned by the offeror at 12.5 sen each.
Wire and cable manufacturer HWGB said in a statement to Bursa Malaysia yesterday that the offeror also intends to buy the remaining HWGB warrants at one sen each. HWGB did not provide reasons behind the offeror’s voluntary takeover offer.
""In accordance with Paragraph 3.06 of Take-Overs, Mergers and Compulsory Acquisitions Rules, the board will appoint an independent adviser to advise the non-interested directors and shareholders of the company, on the fairness and reasonableness of the offer. The notice will be served to the holders of the offer securities within seven days of its receipt and a copy is enclosed herewith.
""This announcement is dated April 27, 2020,” said HWGB, which also offers travel-related services.
M&A Securities Sdn Bhd had announced on behalf of the offeror the latter’s intention to undertake the voluntary takeover offer.
In the voluntary takeover offer notice, M&A Securities said the offeror already owns 148.56 million shares representing an approximately 29.38% stake in HWGB. According to M&A Securities, the offeror intends to maintain the listing status of HWGB on Bursa’s Main Market.
The owners of the offeror are Datuk Lim Ooi Hong, Lim Wee Kiat and Datuk Teo Tiew, according to M&A Securities.
At 12.5 sen, the voluntary takeover offer values HWGB at RM63.21 million based on the company’s issued base of 505.71 million shares.
At 11:36am today, HWGB’s share price fell 2.5 sen or 10.87% to 20.5 sen. The company’s latest reported net assets per share stood at seven sen"
